URL,URL_LENGTH,NUMBER_SPECIAL_CHARACTERS,CHARSET,SERVER,CONTENT_LENGTH,WHOIS_COUNTRY,WHOIS_STATEPRO,WHOIS_REGDATE,WHOIS_UPDATED_DATE,TCP_CONVERSATION_EXCHANGE,DIST_REMOTE_TCP_PORT,REMOTE_IPS,APP_BYTES,SOURCE_APP_PACKETS,REMOTE_APP_PACKETS,SOURCE_APP_BYTES,REMOTE_APP_BYTES,APP_PACKETS,DNS_QUERY_TIMES,Type
B0_2039,89,20,UTF-8,Apache/2.2.14 (Ubuntu),NA,US,CA,26/03/2002 0:00,23/02/2017 0:00,4,3,2,432,4,4,244,432,4,0.0,0
B0_19,39,8,utf-8,YouTubeFrontEnd,NA,US,CA,15/02/2005 0:00,14/01/2017 0:00,16,7,3,2241,22,20,6701,2683,22,6.0,0
M0_149,49,12,ISO-8859-1,PWS/8.2.0.7,528,KR,None,28/08/2003 0:00,10/05/2016 0:00,17,1,6,1661,23,19,2944,2123,23,6.0,1
B0_707,71,14,UTF-8,Server,NA,None,None,b,23/10/2013 0:00,19,14,4,2877,25,23,6649,3317,25,6.0,0
B0_1371,71,13,UTF-8,Server,NA,US,NV,1/11/1994 0:00,30/04/2014 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_826,92,16,utf-8,None,38483,US,FL,1/02/1994 0:00,28/04/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1234,39,8,utf-8,YouTubeFrontEnd,NA,US,CA,15/02/2005 0:00,14/01/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1197,67,12,UTF-8,Apache/2.4.6 (CentOS) mod_fcgid/2.3.9 PHP/5.6.30,NA,None,None,23/02/2010 0:00,5/01/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1294,47,8,ISO-8859-1,Apache,7362,PA,PANAMA,4/10/2003 0:00,8/12/2014 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_2107,49,9,utf-8,Apache,5005,US,CA,20/09/1995 0:00,21/03/2017 0:00,3,3,1,366,3,5,306,366,3,0.0,0
M4_24,100,20,UTF-8,Apache,NA,ES,Barcelona,17/09/2008 0:00,2/09/2016 0:00,0,0,0,0,0,3,186,0,0,0.0,1
B0_949,47,9,ISO-8859-1,nginx/1.11.3,193,US,CA,28/11/2006 0:00,13/03/2014 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_383,62,11,utf-8,AmazonS3,382,None,None,13/07/2001 0:00,26/04/2015 0:00,21,5,7,1810,25,21,2519,2102,25,4.0,0
M0_87,54,11,ISO-8859-1,Apache/2,17140,US,CA,17/12/2005 0:00,18/11/2015 0:00,29,1,7,4558,31,37,26259,4724,31,2.0,1
M0_48,42,10,ISO-8859-1,Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch,2516,US,Utah,24/05/2000 0:00,25/05/2016 0:00,25,0,2,4101,31,28,12614,4565,31,6.0,1
B0_2134,66,11,UTF-8,NA,9405,US,District of Columbia,1/02/2003 16:44,2/02/2017 17:11,15,2,4,1026,15,4,246,1026,15,0.0,0
B0_347,51,10,utf-8,cloudflare-nginx,NA,US,CO,28/09/1996 0:00,26/09/2016 0:00,39,3,8,3637,45,37,44294,4127,45,6.0,0
B0_1008,37,7,utf-8,Apache/2.2.29 (Amazon),NA,CA,British Columbia,15/04/2004 0:00,22/02/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_735,77,13,utf-8,nginx/1.8.0,63049,US,va,29/04/1994 0:00,30/08/2013 0:00,33,1,5,3244,43,40,24630,4114,43,10.0,0
B0_594,54,10,UTF-8,nginx/1.4.6 (Ubuntu),NA,US,CA,14/12/1995 5:00,6/12/2016 21:52,12,7,1,2036,16,17,7035,2320,16,4.0,0
B0_2047,59,10,us-ascii,None,324,US,FL,21/04/2002 0:00,23/03/2017 0:00,6,5,3,528,6,6,407,528,6,0.0,0
B0_2269,39,9,UTF-8,Apache,NA,None,None,None,None,4,3,2,420,4,5,310,420,4,0.0,0
B0_924,61,14,utf-8,Microsoft-IIS/7.5,25090,None,None,None,None,0,0,0,0,0,0,0,0,0,0.0,0
B0_1358,59,10,iso-8859-1,Apache/2.4.23 (Unix) OpenSSL/1.0.1e-fips mod_bwlimited/1.4,352,CN,None,7/07/2007 0:00,4/03/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1199,103,17,utf-8,Apache-Coyote/1.1,15666,US,OH,30/10/2002 0:00,15/03/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_612,43,7,us-ascii,Microsoft-HTTPAPI/2.0,324,US,PA,5/06/2003 0:00,26/11/2014 0:00,17,7,3,2715,23,20,20139,3187,23,6.0,0
B0_427,41,10,iso-8859-1,Apache,13,US,Arizona,6/07/2016 14:30,5/09/2016 3:47,8,3,8,552,8,5,420,552,8,0.0,0
B0_271,43,8,UTF-8,Apache,NA,US,Arizona,23/06/2006 0:00,24/06/2016 0:00,84,13,6,7403,86,71,117282,7549,86,2.0,0
B0_1260,42,8,UTF-8,Apache/2.4.25,4974,CA,Quebec,27/05/2008 0:00,27/05/2015 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_896,49,10,UTF-8,nginx,NA,US,FL,26/07/2003 0:00,22/04/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1281,106,18,utf-8,None,65670,US,IL,19/12/1995 0:00,8/06/2015 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_133,69,13,ISO-8859-1,nginx/1.4.6 (Ubuntu),NA,PA,PANAMA,2/04/2008 0:00,13/06/2016 0:00,8,2,2,805,10,10,1196,953,10,2.0,0
B0_825,65,11,iso-8859-1,Apache,245,US,UT,16/05/1995 0:00,21/10/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_31,66,12,iso-8859-1,Apache/2.4.25 (Amazon) OpenSSL/1.0.1k-fips,251,None,None,29/08/2001 0:00,26/04/2015 0:00,11,1,7,1012,15,15,1806,1316,15,4.0,0
B0_273,39,8,utf-8,YouTubeFrontEnd,NA,US,CA,15/02/2005 0:00,14/01/2017 0:00,23,6,10,2679,29,26,7080,3121,29,6.0,0
B0_2296,47,9,UTF-8,Server,NA,US,NV,1/11/1994 0:00,30/04/2014 0:00,17,7,10,1182,17,11,670,1182,17,0.0,0
M0_148,35,11,UTF-8,nginx,652,None,None,None,None,19,1,5,2223,25,22,2996,2661,25,6.0,1
B0_1391,51,9,ISO-8859-1,None,NA,US,CA,29/03/1997 0:00,29/11/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_847,45,10,ISO-8859-1,cloudflare-nginx,NA,NL,Noord-Holland,3/02/1999 0:00,4/02/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_317,45,8,iso-8859-1,Apache/2.4.25 (Amazon) OpenSSL/1.0.1k-fips,226,US,Missouri,28/09/2007 16:06,28/03/2017 18:24,44,0,2,4044,46,46,82259,4204,46,2.0,0
B0_1170,48,8,us-ascii,Microsoft-HTTPAPI/2.0,324,US,CO,1/07/1998 0:00,26/06/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
M0_161,52,12,UTF-8,marrakesh 1.12.2,13650,BR,None,None,None,16,1,5,1609,22,20,2655,2119,22,6.0,1
B0_554,58,10,UTF-8,Apache/2.4.6 (CentOS) OpenSSL/1.0.1e-fips PHP/5.4.16,1688,US,Arizona,26/01/2001 12:11,7/12/2015 11:23,17,15,4,1146,17,5,416,1146,17,0.0,0
B0_79,68,11,UTF-8,nginx,NA,US,Arizona,26/01/2006 21:09,11/04/2017 23:16,48,0,3,4896,52,58,73318,5200,52,4.0,0
B0_1047,55,9,UTF-8,Apache,2080,US,CA,11/09/1997 4:00,9/12/2015 14:43,0,0,0,0,0,0,0,0,0,0.0,0
B0_2321,73,17,UTF-8,cloudflare-nginx,NA,JP,TOKYO-TO,5/11/2007 15:14,12/03/2017 9:17,11,6,8,810,11,14,913,810,11,0.0,0
B0_2121,39,8,utf-8,YouTubeFrontEnd,NA,US,CA,15/02/2005 0:00,14/01/2017 0:00,5,3,2,498,5,7,438,498,5,0.0,0
M0_40,42,10,utf-8,nginx/1.10.1,NA,None,None,7/04/2002 20:00,None,15,0,3,2124,17,20,12884,2270,17,2.0,1
B0_887,29,6,iso-8859-1,Apache,388,US,New York,17/03/2006 0:00,14/08/2013 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_2282,30,6,UTF-8,Apache,14703,US,Texas,4/08/1998 0:00,4/09/2013 0:00,2,2,1,276,2,4,250,276,2,0.0,0
B0_375,57,10,UTF-8,nginx,NA,SE,INDAL,19/12/2006 0:00,17/12/2016 0:00,16,0,3,1345,18,19,18597,1495,18,2.0,0
B0_2153,46,10,iso-8859-1,Apache,344,JP,Osaka,11/03/2017 0:00,24/04/2017 0:00,5,3,3,498,5,8,504,498,5,0.0,0
B0_578,57,11,UTF-8,Server,NA,US,NV,1/11/1994 0:00,30/04/2014 0:00,32,26,3,4195,38,45,45691,4623,38,6.0,0
M0_98,49,13,UTF-8,Apache,NA,CZ,PRAHA,7/10/2006 0:00,7/03/2017 0:00,50,0,2,3571,52,55,66449,3723,52,2.0,1
M0_58,52,14,None,Apache/2.4.6 (CentOS),NA,CN,Bei Jing,1/03/2005 0:00,7/09/2016 0:00,14,1,8,1151,18,15,1211,1445,18,4.0,1
B0_463,80,13,ISO-8859-1,nginx/1.1.19,NA,None,None,19/11/1998 0:00,29/09/2016 0:00,16,1,4,1739,20,20,12620,2059,20,4.0,0
B0_2286,68,12,utf-8,cloudflare-nginx,NA,US,MA,7/03/2001 0:00,18/08/2015 0:00,11,3,7,858,11,11,678,858,11,0.0,0
B0_2012,61,12,ISO-8859-1,nginx,1522,US,Ohio,8/01/2004 0:00,3/01/2017 0:00,4,3,2,432,4,6,376,432,4,0.0,0
B0_1366,61,10,ISO-8859-1,Apache,6473,None,None,None,None,0,0,0,0,0,0,0,0,0,0.0,0
M0_9,43,10,ISO-8859-1,DOSarrest,NA,us,Washington,23/06/2003 0:00,2/01/2017 0:00,8,0,1,1045,10,9,2806,1209,10,2.0,1
B0_2218,42,8,UTF-8,nginx,NA,AU,NEW SOUTH WALES,30/08/2015 0:00,8/03/2017 0:00,5,3,3,498,5,6,376,498,5,0.0,0
B0_560,30,6,utf-8,None,NA,US,CA,22/02/1996 0:00,16/01/2015 0:00,31,23,3,3605,39,41,34388,4183,39,8.0,0
B0_1357,28,7,iso-8859-1,Apache,NA,FR,None,10/06/2008 0:00,9/06/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1168,55,11,ISO-8859-1,.V01 Apache,NA,US,CA,21/05/1998 0:00,16/05/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_603,42,8,UTF-8,Apache/2.2.15 (CentOS),94,AU,NSW,19/08/2004 0:00,5/07/2016 0:00,14,0,3,1102,16,8,1015,1248,16,2.0,0
B0_142,80,13,utf-8,cloudflare-nginx,NA,US,CA,18/01/1995 0:00,26/08/2015 0:00,50,43,12,7282,60,57,24220,8042,60,10.0,0
B0_290,36,8,us-ascii,cloudflare-nginx,NA,None,None,10/06/2005 0:00,4/06/2015 0:00,18,2,6,1706,22,19,2165,1994,22,4.0,0
B0_606,39,9,us-ascii,cloudflare-nginx,NA,US,Arizona,10/06/2005 0:00,4/06/2015 0:00,23,17,8,1970,27,26,2183,2262,27,4.0,0
B0_900,39,8,utf-8,YouTubeFrontEnd,NA,US,CA,15/02/2005 0:00,14/01/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_540,101,20,UTF-8,GSE,11833,US,CA,31/07/2000 0:00,29/06/2016 0:00,62,4,3,7415,68,72,93298,7975,68,6.0,0
B0_279,73,15,ISO-8859-1,squid/3.3.8,3591,US,CA,2/06/1994 0:00,6/01/2017 0:00,23,4,3,2425,29,36,33598,2881,29,6.0,0
B0_232,83,14,utf-8,cloudflare-nginx,NA,None,None,14/10/1999 0:00,20/11/2013 0:00,24,10,4,3705,32,32,11756,4319,32,8.0,0
B0_982,26,6,utf-8,nginx/1.12.0,NA,US,Arizona,29/04/2009 0:00,8/03/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_39,47,9,UTF-8,Apache,14889,None,None,5/11/1997 0:00,14/04/2015 0:00,9,1,2,1180,13,15,1834,1484,13,4.0,0
B0_1176,39,8,utf-8,nginx/1.11.2,NA,US,FL,14/09/1995 0:00,12/05/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_2173,57,12,utf-8,None,20504,US,NY,14/04/1998 0:00,15/03/2017 0:00,4,3,3,408,4,6,378,408,4,0.0,0
M0_175,24,8,ISO-8859-1,nginx/1.6.2,6173,None,None,None,None,2,0,1,132,2,5,318,132,2,0.0,1
B0_1066,49,7,us-ascii,cloudflare-nginx,NA,US,Arizona,10/06/2005 0:00,4/06/2015 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_378,88,16,UTF-8,nginx/1.11.10,NA,None,None,21/05/1997 0:00,26/07/2016 0:00,30,0,4,3207,34,50,48750,3527,34,4.0,0
B0_211,52,9,UTF-8,nginx/1.8.1,9662,None,None,18/01/2008 0:00,5/01/2017 0:00,22,8,7,1628,26,25,14894,1944,26,4.0,0
B0_2204,45,8,utf-8,ECD (fll/0790),41547,US,NY,10/03/2005 0:00,7/03/2017 0:00,8,4,3,660,8,6,476,660,8,0.0,0
B0_2251,74,12,us-ascii,Microsoft-HTTPAPI/2.0,324,CA,Saskatchewan,3/07/2000 0:00,23/06/2016 0:00,5,4,2,486,5,6,480,486,5,0.0,0
M0_118,131,36,ISO-8859-1,cloudflare-nginx,NA,US,WA,11/01/1999 0:00,4/04/2017 0:00,16,5,6,1020,16,8,508,1020,16,0.0,1
B0_1169,70,13,UTF-8,cloudflare-nginx,NA,US,California,3/03/1999 0:00,14/04/2015 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1135,114,17,ISO-8859-1,nginx,162,None,None,28/12/2007 0:00,21/02/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1271,69,11,UTF-8,ATS,NA,US,CA,18/01/1995 0:00,26/08/2015 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_542,46,10,utf-8,Apache,66804,US,MO,20/05/1996 0:00,24/10/2016 0:00,44,2,7,3516,48,36,33488,3808,48,4.0,0
B0_637,49,10,utf-8,Apache/2.2.15 (Red Hat),6881,US,NY,26/07/1990 0:00,21/07/2016 0:00,26,0,7,2270,30,24,10000,2562,30,4.0,0
B0_107,41,6,iso-8859-1,nginx,318,None,None,21/11/2016 0:00,13/01/2017 0:00,8,0,2,1089,14,13,1977,1601,14,6.0,0
B0_466,112,19,UTF-8,Apache,NA,None,None,8/04/2009 0:00,9/04/2017 0:00,6,1,4,728,8,17,1180,888,8,2.0,0
B0_899,70,13,ISO-8859-1,Microsoft-IIS/7.5,11,US,WA,13/09/2000 0:00,29/08/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
M0_111,26,8,UTF-8,nginx,NA,None,None,12/03/2009 21:00,None,12,0,2,1052,14,14,11935,1204,14,2.0,1
B0_1116,40,7,UTF-8,Apache,13183,US,CA,22/02/2001 0:00,7/02/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
M0_45,40,9,ISO-8859-1,Apache/2.2.14 (FreeBSD) mod_ssl/2.2.14 OpenSSL/0.9.8y DAV/2 PHP/5.2.12 with Suhosin-Patch,2516,US,Utah,24/05/2000 0:00,25/05/2016 0:00,19,0,2,2610,25,22,7715,3074,25,6.0,1
B0_952,36,8,UTF-8,Apache,NA,UK,UK,27/02/1996 0:00,27/01/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
M0_59,33,9,UTF-8,nginx,NA,None,None,9/02/2000 14:17,None,14,1,8,1151,18,15,1211,1445,18,4.0,1
B0_481,65,14,utf-8,Apache,NA,US,WA,24/07/2006 17:52,21/06/2016 17:27,326,317,3,26631,330,442,947971,26931,330,4.0,0
B0_726,29,6,utf-8,Apache/2.2.15 (CentOS),NA,US,New Mexico,10/01/2002 0:57,26/02/2014 23:35,24,1,3,2195,29,30,55576,2515,29,4.0,0
B0_1023,67,14,utf-8,ATS,NA,US,CA,18/01/1995 0:00,26/08/2015 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_2300,55,10,UTF-8,mw2187.codfw.wmnet,NA,US,CA,16/03/2003 8:22,29/03/2016 17:55,11,5,7,882,11,10,628,882,11,0.0,0
B0_2254,58,11,ISO-8859-1,nginx/1.12.0,NA,CA,QC,18/04/2005 22:11,22/03/2017 18:00,4,2,2,408,4,7,438,408,4,0.0,0
B0_268,47,10,UTF-8,nginx,NA,None,None,8/05/2001 0:00,19/04/2015 0:00,34,0,5,4084,42,37,36205,4684,42,8.0,0
M0_39,40,10,utf-8,Apache,3016,None,None,None,None,11,0,2,1285,17,18,2462,1741,17,6.0,1
M4_65,94,19,utf-8,Microsoft-IIS/6.0,NA,US,California,18/06/2003 0:00,14/06/2016 0:00,1,1,1,90,1,4,354,90,1,0.0,1
B0_140,31,6,ISO-8859-1,None,NA,US,CA,29/03/1997 0:00,29/11/2016 0:00,65,53,14,8568,77,70,26049,9452,77,12.0,0
B0_280,47,11,utf-8,Apache/2.2.15 (Red Hat),NA,None,None,None,None,15,1,7,1552,21,20,2790,2000,21,6.0,0
B0_824,30,8,UTF-8,cloudflare-nginx,NA,US,CA,25/02/2004 0:00,16/01/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_2161,70,13,ISO-8859-1,Microsoft-IIS/6.0,118672,CA,Quebec,2/06/2004 0:00,21/03/2015 0:00,10,6,7,792,10,10,636,792,10,0.0,0
B0_1164,72,14,utf-8,nginx,31624,[u'GB'; u'UK'],UK,2002-03-20T23:59:59.0Z,2017-03-07T22:02:38.0Z,0,0,0,0,0,0,0,0,0,0.0,0
B0_2075,86,16,utf-8,Apache/2.4.25,3500,US,Arizona,24/05/2006 0:00,6/10/2016 0:00,30,8,9,2296,30,11,688,2296,30,0.0,0
B0_678,71,14,utf-8,nginx,337,None,None,None,None,35,14,7,4515,43,28,12970,5105,43,8.0,0
M4_22,100,20,UTF-8,Apache,NA,ES,Barcelona,17/09/2008 0:00,2/09/2016 0:00,0,0,0,0,0,3,186,0,0,0.0,1
B0_1154,29,6,iso-8859-1,Apache/2.4.25 (Amazon) OpenSSL/1.0.1k-fips,210,US,Missouri,28/09/2007 16:06,28/03/2017 18:24,0,0,0,0,0,0,0,0,0,0.0,0
B0_945,31,6,ISO-8859-1,Apache,NA,US,CA,22/04/1997 0:00,22/02/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_2128,29,6,ISO-8859-1,Apache,13684,US,Maryland,5/03/2008 0:00,14/04/2016 0:00,15,8,7,1134,15,9,605,1134,15,0.0,0
B0_278,78,13,UTF-8,mw2224.codfw.wmnet,NA,US,CA,13/01/2001 0:12,12/12/2015 10:16,39,35,2,5949,47,47,32891,6557,47,8.0,0
B0_334,99,22,ISO-8859-1,Microsoft-IIS/7.5,2346,SC,Other,10/08/2016 0:00,13/08/2016 0:00,19,5,5,2137,23,29,17922,2425,23,4.0,0
B0_2114,64,12,UTF-8,None,NA,US,CA,9/01/1998 0:00,4/01/2017 0:00,5,4,2,498,5,9,570,498,5,0.0,0
M0_105,50,13,UTF-8,Apache,NA,CZ,PRAHA,7/10/2006 0:00,7/03/2017 0:00,47,0,1,3386,51,53,66317,3696,51,4.0,1
B0_1341,32,8,ISO-8859-1,Apache,1399,US,CA,29/07/2006 0:00,7/08/2015 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_2026,35,9,utf-8,nginx,39362,[u'GB'; u'UK'],UK,2002-03-20T23:59:59.0Z,2017-03-07T22:02:38.0Z,4,3,2,420,4,4,244,420,4,0.0,0
M4_59,124,24,UTF-8,Apache,NA,ES,Barcelona,17/09/2008 0:00,2/09/2016 0:00,0,0,0,0,0,2,124,0,0,0.0,1
B0_241,23,6,UTF-8,None,NA,GB,None,9/05/2008 0:00,27/11/2015 0:00,19,14,6,1980,23,25,5737,2276,23,4.0,0
B0_555,46,12,iso-8859-1,Apache,235,None,None,None,None,12,0,3,1351,16,15,9692,1641,16,4.0,0
B0_163,33,8,UTF-8,Server,NA,US,WA,5/01/1996 0:00,5/05/2016 0:00,52,7,8,3438,56,51,46498,3718,56,4.0,0
B0_236,43,9,UTF-8,Apache,NA,UK,UK,27/02/1996 0:00,27/01/2016 0:00,33,1,4,2756,37,37,41938,3032,37,4.0,0
B0_2217,23,6,ISO-8859-1,None,6748,US,Arizona,31/12/1999 0:00,9/04/2017 0:00,7,4,5,630,7,4,244,630,7,0.0,0
B0_413,57,10,UTF-8,Apache,NA,None,None,16/01/2001 0:00,17/12/2016 0:00,16,0,7,1293,20,19,1754,1617,20,4.0,0
B0_143,123,24,UTF-8,nginx,NA,US,NJ,26/05/1994 0:00,21/05/2016 0:00,95,89,9,7556,99,157,244958,7848,99,4.0,0
B0_1124,56,11,utf-8,Apache/2.2.15 (CentOS),7215,US,CA,13/08/2002 0:00,14/03/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_137,49,9,iso-8859-1,Apache/2.2.29 (Unix) mod_ssl/2.2.29 OpenSSL/1.0.1e-fips mod_bwlimited/1.4,475,None,None,23/08/2010 0:00,17/04/2015 0:00,14,0,1,1205,16,18,16593,1383,16,2.0,0
B0_990,36,7,UTF-8,GSE,11692,US,CA,31/07/2000 0:00,29/06/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_514,56,12,UTF-8,nginx/1.6.2,NA,CN,hunansheng,30/08/2004 0:00,8/03/2017 0:00,10,4,4,944,14,15,3869,1252,14,4.0,0
B0_868,75,12,UTF-8,Pizza/pepperoni,NA,US,WA,16/11/1994 0:00,28/10/2015 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1381,32,7,UTF-8,nginx,NA,US,NY,31/10/2008 0:00,1/12/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1099,39,9,utf-8,YouTubeFrontEnd,NA,US,CA,15/02/2005 0:00,14/01/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1074,73,17,ISO-8859-1,Apache/2.4.7 (Ubuntu),13240,US,PA,5/08/2008 0:00,6/08/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
M4_32,143,26,UTF-8,Apache,NA,ES,Barcelona,17/09/2008 0:00,2/09/2016 0:00,0,0,0,0,0,2,124,0,0,0.0,1
B0_2262,49,9,utf-8,ATS,NA,US,CA,22/11/2003 0:00,1/05/2014 0:00,5,4,2,486,5,6,480,486,5,0.0,0
B0_766,45,7,UTF-8,nginx/1.12.0,9194,US,NY,4/06/2009 0:00,4/05/2016 0:00,9,0,5,1197,14,11,1532,1537,14,4.0,0
B0_797,50,11,ISO-8859-1,Microsoft-IIS/7.5,1208,US,WA,13/09/2000 0:00,29/08/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_2319,35,7,iso-8859-1,Apache/2.4.23 (Unix),289,GB,None,24/05/2001 20:47,27/01/2017 0:20,5,4,3,474,5,6,364,474,5,0.0,0
M0_70,26,7,ISO-8859-1,Apache/2.4.23 (Unix) OpenSSL/1.0.1e-fips mod_bwlimited/1.4,962,GB,WC1N,9/04/2002 0:00,10/04/2017 0:00,7,0,2,722,11,10,2000,1016,11,4.0,1
B0_1001,73,14,UTF-8,cloudflare-nginx,NA,US,LA,20/10/2003 0:00,15/01/2015 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_32,47,11,UTF-8,Apache/2.4.6 (CentOS) OpenSSL/1.0.1e-fips PHP/5.4.16,10804,None,None,18/10/2004 0:00,2/07/2015 0:00,4,2,4,296,6,9,778,442,6,2.0,0
B0_803,40,9,ISO-8859-1,cloudflare-nginx,NA,US,NJ,17/12/2007 0:00,15/12/2015 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_938,51,11,ISO-8859-1,Apache,557,US,Arizona,15/02/2000 0:00,10/01/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
M4_23,100,20,UTF-8,Apache,NA,ES,Barcelona,17/09/2008 0:00,2/09/2016 0:00,0,0,0,0,0,3,186,0,0,0.0,1
B0_355,98,16,utf-8,nginx,6730,US,CA,6/08/2002 0:00,5/08/2013 0:00,22,10,9,2784,28,30,14114,3312,28,6.0,0
M4_56,145,29,UTF-8,Apache,NA,ES,Barcelona,17/09/2008 0:00,2/09/2016 0:00,0,0,0,0,0,2,124,0,0,0.0,1
M0_114,48,10,ISO-8859-1,lighttpd,345,FR,None,24/02/1996 0:00,27/12/2016 0:00,17,5,10,1320,19,21,1967,1474,19,2.0,1
B0_1180,44,9,utf-8,ATS,634,US,CA,18/01/1995 0:00,26/08/2015 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_1379,62,9,us-ascii,Microsoft-HTTPAPI/2.0,324,US,PA,25/10/2003 0:00,26/11/2014 0:00,0,0,0,0,0,0,0,0,0,0.0,0
M0_172,97,15,UTF-8,Apache/2.2.22 (Debian),8755,UY,Montevideo,8/06/2009 3:48,30/05/2016 18:18,3,0,2,198,3,6,384,198,3,0.0,1
B0_2149,122,23,UTF-8,My Arse,6121,US,Arizona,4/03/2006 0:00,14/01/2012 0:00,23,18,8,2126,23,20,1272,2126,23,0.0,0
B0_985,42,7,utf-8,Apache/2.4.6,NA,US,FL,24/05/2004 0:00,16/03/2017 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_248,75,13,us-ascii,Microsoft-HTTPAPI/2.0,324,None,None,8/09/2004 0:00,28/02/2017 0:00,23,14,7,2472,27,19,6776,2796,27,4.0,0
B0_1417,59,11,utf-8,None,7697,None,None,None,None,0,0,0,0,0,0,0,0,0,0.0,0
B0_437,32,8,UTF-8,Server,NA,US,WA,5/01/1996 0:00,5/05/2016 0:00,24,2,4,1888,28,25,40314,2168,28,4.0,0
M0_84,55,12,ISO-8859-1,Apache/2.2.31 (CentOS),NA,PA,PANAMA,19/07/2004 0:00,6/07/2016 0:00,26,12,3,3229,34,32,16895,3837,34,8.0,1
B0_2234,99,16,UTF-8,Apache,12588,US,FLORIDA,17/05/2007 0:00,17/05/2016 0:00,4,3,2,432,4,5,310,432,4,0.0,0
B0_1058,101,21,ISO-8859-1,nginx,NA,UK,None,22/11/1995 0:00,22/11/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_725,45,8,ISO-8859-1,Apache,NA,US,Washington,16/11/1999 0:00,5/11/2016 0:00,26,16,5,3891,34,35,37000,4567,34,8.0,0
B0_1192,45,10,ISO-8859-1,Apache,6264,None,None,19/12/2000 0:00,16/12/2016 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_320,54,10,utf-8,Server,NA,US,CA,9/12/2002 0:00,2/05/2014 0:00,37,0,5,7178,43,41,20954,7644,43,6.0,0
B0_135,115,20,UTF-8,Apache,10315,US,NY,18/01/1994 0:00,21/10/2016 0:00,13,3,3,1984,19,18,2183,2484,19,6.0,0
B0_2126,33,6,utf-8,Apache,NA,US,Texas,25/09/2003 0:00,18/07/2014 0:00,7,5,4,606,7,6,474,606,7,0.0,0
B0_1002,54,11,ISO-8859-1,Microsoft-IIS/7.5,7849,US,PA,7/08/1995 0:00,27/03/2014 0:00,0,0,0,0,0,0,0,0,0,0.0,0
B0_696,52,11,ISO-8859-1,Nginx (OpenBSD),14863,HK,-,24/05/2010 0:00,25/07/2016 0:00,16,2,3,1364,18,23,16978,1502,18,2.0,0
